LE_MET_level6;Benthis_metiers;Benthis_metiers_reviewed;Benthis_metiers_old;Metier_level5;Metier_level4;JNCC_grouping;Fishing_category;Description
OTB_CRU_<16_0_0;OT_CRU;OT_CRU;;OTB_CRU;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_CRU_>0_0_0;OT_CRU;OT_CRU;;OTB_CRU;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_CRU_>=120_0;OT_CRU;OT_CRU;;OTB_CRU;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_CRU_>=120_0_0;OT_CRU;OT_CRU;;OTB_CRU;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_CRU_>=120_1_120;OT_CRU;OT_CRU;;OTB_CRU;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_CRU_>=55_0_0;OT_CRU;OT_CRU;;OTB_CRU;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_CRU_>=65_0;OT_CRU;OT_CRU;;OTB_CRU;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_CRU_>=70_0;OT_CRU;OT_CRU;;OTB_CRU;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_CRU_>=70_0_0;OT_CRU;OT_CRU;;OTB_CRU;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_CRU_UNK;OT_CRU;OT_CRU;;OTB_CRU;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_0;;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_0_0_0;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_0_16_0;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_100-119;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_100-119_0_0;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_100_119_0;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_1249;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_130-279_0_0;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_130_0_0;;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_16-31_0_0;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_16_31_0;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_1749;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_2499;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_32-69_0_0;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_32_54_0;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_32_69_0;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_349;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_3999;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_40_54_0;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_5000;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_55-69_0_0;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_55_69_0;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_624;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_65-69_0_0;;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_70-89_2_35;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_70-99;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_70-99_0_0;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_70_89_0;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_70_99_0;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_874;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_90-104_0_0;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_90-119_0_0;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_90-119_1_110;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_90-119_1_120;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_90-119_1_140;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_90-119_1_300;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_90-99_0_0;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_90_119_0;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_<16_0_0;;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_<16_0_0;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_>=105_0_0;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_>=105_1_110;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_>=105_1_120;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_>=120;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_>=120_0;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_>=120_0_0;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_>=120_1_110;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_>=120_1_120;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_>=130_0_0;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_>=55_0_0;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_>=65_0;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_>=65_0_0;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_>=70_0;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_>=70_0_0;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_UND_0_0;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_UNK;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_misc_0_0;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DEF_misc_1_110;OT_DMF;OT_DMF;;OTB_DEF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DWS_0;;OT_MIX_DMF_BEN;;OTB_DWS;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DWS_100-119_0_0;OT_MIX_DMF_BEN;OT_MIX_DMF_BEN;;OTB_DWS;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DWS_100_119_0;OT_MIX_DMF_BEN;OT_MIX_DMF_BEN;;OTB_DWS;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DWS_1249;OT_MIX_DMF_BEN;OT_MIX_DMF_BEN;;OTB_DWS;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DWS_16_31_0;OT_MIX_DMF_BEN;OT_MIX_DMF_BEN;;OTB_DWS;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DWS_1749;OT_MIX_DMF_BEN;OT_MIX_DMF_BEN;;OTB_DWS;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DWS_2499;OT_MIX_DMF_BEN;OT_MIX_DMF_BEN;;OTB_DWS;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DWS_32-69_0_0;OT_MIX_DMF_BEN;OT_MIX_DMF_BEN;;OTB_DWS;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DWS_32_69_0;OT_MIX_DMF_BEN;OT_MIX_DMF_BEN;;OTB_DWS;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DWS_3999;OT_MIX_DMF_BEN;OT_MIX_DMF_BEN;;OTB_DWS;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DWS_5000;OT_MIX_DMF_BEN;OT_MIX_DMF_BEN;;OTB_DWS;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DWS_70-99_0_0;OT_MIX_DMF_BEN;OT_MIX_DMF_BEN;;OTB_DWS;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DWS_70_99_0;OT_MIX_DMF_BEN;OT_MIX_DMF_BEN;;OTB_DWS;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DWS_874;OT_MIX_DMF_BEN;OT_MIX_DMF_BEN;;OTB_DWS;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DWS_>=120_0;OT_MIX_DMF_BEN;OT_MIX_DMF_BEN;;OTB_DWS;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DWS_>=120_0_0;OT_MIX_DMF_BEN;OT_MIX_DMF_BEN;;OTB_DWS;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DWS_>=70_0;OT_MIX_DMF_BEN;OT_MIX_DMF_BEN;;OTB_DWS;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_DWS_UNK;OT_MIX_DMF_BEN;OT_MIX_DMF_BEN;;OTB_DWS;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_FIF_90-119_0_0;OT_DMF;OT_DMF;;OTB_FWS;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_FIF_90-119_1_120;OT_DMF;OT_DMF;;OTB_FWS;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_FWS_16-31_0_0;OT_DMF;OT_DMF;;OTB_FWS;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_FWS_32-54_0_0;OT_DMF;OT_DMF;;OTB_FWS;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_FWS_55-69_0_0;OT_DMF;OT_DMF;;OTB_FWS;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_FWS_624;OT_DMF;OT_DMF;;OTB_FWS;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_FWS_70-79_0_0;OT_DMF;OT_DMF;;OTB_FWS;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_FWS_90-99_0_0;OT_DMF;OT_DMF;;OTB_FWS;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_FWS_>0_0_0;OT_DMF;OT_DMF;;OTB_FWS;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_FWS_>=105_0_0;OT_DMF;OT_DMF;;OTB_FWS;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_LPF_100-119_0_0;NA;OT_MIX_DMF_PEL;;OTB_LPF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_LPF_70-99_0_0;NA;OT_MIX_DMF_PEL;;OTB_LPF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_LPF_>=120_0_0;NA;OT_MIX_DMF_PEL;;OTB_LPF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_MCD_100-119_0_0;OT_MIX_CRU;OT_MIX_CRU_DMF;OT_MIX_NEP;OTB_MCD;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_MCD_16-31_0_0;OT_MIX_CRU;OT_MIX_CRU_DMF;OT_MIX_NEP;OTB_MCD;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_MCD_70-99;OT_MIX_CRU;OT_MIX_CRU_DMF;OT_MIX_NEP;OTB_MCD;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_MCD_70-99_0_0;OT_MIX_CRU;OT_MIX_CRU_DMF;OT_MIX_NEP;OTB_MCD;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_MCD_90-119_0_0;OT_MIX_CRU;OT_MIX_CRU_DMF;OT_MIX_NEP;OTB_MCD;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_MCD_90-119_1_110;OT_MIX_CRU;OT_MIX_CRU_DMF;OT_MIX_NEP;OTB_MCD;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_MCD_90-119_1_120;OT_MIX_CRU;OT_MIX_CRU_DMF;OT_MIX_NEP;OTB_MCD;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_MCD_90-119_1_140;OT_MIX_CRU;OT_MIX_CRU_DMF;OT_MIX_NEP;OTB_MCD;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_MCD_90-119_1_300;OT_MIX_CRU;OT_MIX_CRU_DMF;OT_MIX_NEP;OTB_MCD;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_MCD_>0_0_0;OT_MIX_CRU;OT_MIX_CRU_DMF;OT_MIX_NEP;OTB_MCD;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_MCD_>=120_0_0;OT_MIX_CRU;OT_MIX_CRU_DMF;OT_MIX_NEP;OTB_MCD;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_MCD_UND_0_0;OT_MIX_CRU;OT_MIX_CRU_DMF;OT_MIX_NEP;OTB_MCD;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_MCF_100-119_0_0;OT_MIX_DMF_PEL;OT_MIX_DMF_PEL;;OTB_MCF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_MCF_32-69_0_0;OT_MIX_DMF_PEL;OT_MIX_DMF_PEL;;OTB_MCF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_MCF_70-99_0_0;OT_MIX_DMF_PEL;OT_MIX_DMF_PEL;;OTB_MCF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_MIS_0_0_0;OT_MIX;OT_MIX;;OTB_MIS;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_MOL_0;;OT_MIX;;OTB_MOL;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_MOL_0_0_0;OT_MIX;OT_MIX;;OTB_MOL;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_MOL_0_16_0;OT_MIX;OT_MIX;;OTB_MOL;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_MOL_100-119_0_0;OT_MIX;OT_MIX;;OTB_MOL;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_MOL_100_119_0;OT_MIX;OT_MIX;;OTB_MOL;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_MOL_16-31_0_0;OT_MIX;OT_MIX;;OTB_MOL;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_MOL_16_31_0;OT_MIX;OT_MIX;;OTB_MOL;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_MOL_32-69_0_0;OT_MIX;OT_MIX;;OTB_MOL;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_MOL_32_54_0;OT_MIX;OT_MIX;;OTB_MOL;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_MOL_32_69_0;OT_MIX;OT_MIX;;OTB_MOL;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_MOL_55_69_0;OT_MIX;OT_MIX;;OTB_MOL;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_MOL_70-99_0_0;OT_MIX;OT_MIX;;OTB_MOL;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_MOL_70_99_0;OT_MIX;OT_MIX;;OTB_MOL;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_MOL_<16_0_0;OT_MIX;OT_MIX;;OTB_MOL;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_MOL_>=120_0_0;OT_MIX;OT_MIX;;OTB_MOL;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_MOL_>=70_0;OT_MIX;OT_MIX;;OTB_MOL;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_MPD_16-31_0_0;OT_MIX_DMF_PEL;OT_MIX_DMF_PEL;;OTB_MPD;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_MPD_70-99_0_0;OT_MIX_DMF_PEL;OT_MIX_DMF_PEL;;OTB_MPD;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_NOC_100-119_0_0;;OT_MIX;;OTB_NOC;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_NOC_32-69_0_0;;OT_MIX;;OTB_NOC;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_NOC_70-99_0_0;;OT_MIX;;OTB_NOC;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_NOC_>=120_0_0;;OT_MIX;;OTB_NOC;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_SPF_0;;OT_SPF;;OTB_SPF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_SPF_0-0_0_0;OT_SPF;OT_SPF;;OTB_SPF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_SPF_0_0_0;OT_SPF;OT_SPF;;OTB_SPF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_SPF_0_16_0;OT_SPF;OT_SPF;;OTB_SPF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_SPF_100-119_0_0;OT_SPF;OT_SPF;;OTB_SPF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_SPF_100_119_0;OT_SPF;OT_SPF;;OTB_SPF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_SPF_1249;OT_SPF;OT_SPF;;OTB_SPF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_SPF_16-104_0_0;OT_SPF;OT_SPF;;OTB_SPF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_SPF_16-31_0_0;OT_SPF;OT_SPF;;OTB_SPF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_SPF_16_31_0;OT_SPF;OT_SPF;;OTB_SPF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_SPF_16_31_0_0;OT_SPF;OT_SPF;;OTB_SPF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_SPF_1749;OT_SPF;OT_SPF;;OTB_SPF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_SPF_2499;OT_SPF;OT_SPF;;OTB_SPF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_SPF_32-104_0_0;OT_SPF;OT_SPF;;OTB_SPF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_SPF_32-54_0_0;OT_SPF;OT_SPF;;OTB_SPF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_SPF_32-69_0_0;OT_SPF;OT_SPF;;OTB_SPF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_SPF_32-89_0_0;OT_SPF;OT_SPF;;OTB_SPF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_SPF_32_54_0;OT_SPF;OT_SPF;;OTB_SPF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_SPF_32_69_0;OT_SPF;OT_SPF;;OTB_SPF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_SPF_3999;OT_SPF;OT_SPF;;OTB_SPF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_SPF_5000;OT_SPF;OT_SPF;;OTB_SPF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_SPF_55-69_0_0;OT_SPF;OT_SPF;;OTB_SPF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_SPF_55_69_0;OT_SPF;OT_SPF;;OTB_SPF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_SPF_624;OT_SPF;OT_SPF;;OTB_SPF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_SPF_70-99_0_0;OT_SPF;OT_SPF;;OTB_SPF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_SPF_70_99_0;OT_SPF;OT_SPF;;OTB_SPF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_SPF_874;OT_SPF;OT_SPF;;OTB_SPF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_SPF_90-119_0_0;OT_SPF;OT_SPF;;OTB_SPF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_SPF_<16_0_0;OT_SPF;OT_SPF;;OTB_SPF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_SPF_>=105_0_0;OT_SPF;OT_SPF;;OTB_SPF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_SPF_>=120_0;OT_SPF;OT_SPF;;OTB_SPF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_SPF_>=120_0_0;OT_SPF;OT_SPF;;OTB_SPF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_SPF_>=70_0;OT_SPF;OT_SPF;;OTB_SPF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_SPF_UNK;OT_SPF;OT_SPF;;OTB_SPF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_SPF_misc_0_0;OT_SPF;OT_SPF;;OTB_SPF;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_UNK_0;;OT_MIX;;OTB_UNK;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_UNK_1249;NA;OT_MIX;;OTB_UNK;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_UNK_1749;NA;OT_MIX;;OTB_UNK;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_UNK_2499;NA;OT_MIX;;OTB_UNK;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_UNK_349;NA;OT_MIX;;OTB_UNK;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_UNK_3999;NA;OT_MIX;;OTB_UNK;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_UNK_5000;NA;OT_MIX;;OTB_UNK;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_UNK_624;NA;OT_MIX;;OTB_UNK;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_UNK_874;NA;OT_MIX;;OTB_UNK;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_UNK_UNK;NA;OT_MIX;;OTB_UNK;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_unk_0_0;NA;OT_MIX;;OTB_unk;OTB;Otter_Trawl;Otter;Otter_Trawl
OTG_UND_UND_0_0;;NA;;OTG_UND;OTG;NA;Other;Other
OTH_EEL_0_0_0;NA;NA;;OTH_EEL;OTH;NA;Other;Other
OTH_NA_0_0_0;;NA;;OTH_EEL;OTH;NA;Other;Other
OTM_ANA_UNK;NA;NA;;OTM_ANA;OTM;NA;Midwater;Midwater_Trawl
OTM_CAT_0_0_0;NA;NA;;OTM_CAT;OTM;NA;Midwater;Midwater_Trawl
OTM_CEP_0_0_0;NA;NA;;OTM_CEP;OTM;NA;Midwater;Midwater_Trawl
OTM_CRU_0;;NA;;OTM_CRU;OTM;NA;Midwater;Midwater_Trawl
OTM_CRU_1249;NA;NA;;OTM_CRU;OTM;NA;Midwater;Midwater_Trawl
OTM_CRU_16-31_0_0;NA;NA;;OTM_CRU;OTM;NA;Midwater;Midwater_Trawl
OTM_CRU_32-69_0_0;NA;NA;;OTM_CRU;OTM;NA;Midwater;Midwater_Trawl
OTM_CRU_70-99_0_0;NA;NA;;OTM_CRU;OTM;NA;Midwater;Midwater_Trawl
OTM_DEF_0;;NA;;OTM_DEF;OTM;NA;Midwater;Midwater_Trawl
OTM_DEF_0_0_0;NA;NA;;OTM_DEF;OTM;NA;Midwater;Midwater_Trawl
OTM_DEF_100-119_0_0;NA;NA;;OTM_DEF;OTM;NA;Midwater;Midwater_Trawl
OTM_DEF_100-129_0_0;NA;NA;;OTM_DEF;OTM;NA;Midwater;Midwater_Trawl
OTM_DEF_100_119_0;NA;NA;;OTM_DEF;OTM;NA;Midwater;Midwater_Trawl
OTM_DEF_1249;NA;NA;;OTM_DEF;OTM;NA;Midwater;Midwater_Trawl
OTM_DEF_16-31_0_0;NA;NA;;OTM_DEF;OTM;NA;Midwater;Midwater_Trawl
OTM_DEF_16_31_0;NA;NA;;OTM_DEF;OTM;NA;Midwater;Midwater_Trawl
OTM_DEF_2499;NA;NA;;OTM_DEF;OTM;NA;Midwater;Midwater_Trawl
OTM_DEF_32-69_0_0;NA;NA;;OTM_DEF;OTM;NA;Midwater;Midwater_Trawl
OTM_DEF_32_54_0;NA;NA;;OTM_DEF;OTM;NA;Midwater;Midwater_Trawl
OTM_DEF_32_69_0;NA;NA;;OTM_DEF;OTM;NA;Midwater;Midwater_Trawl
OTM_DEF_3999;NA;NA;;OTM_DEF;OTM;NA;Midwater;Midwater_Trawl
OTM_DEF_5000;NA;NA;;OTM_DEF;OTM;NA;Midwater;Midwater_Trawl
OTM_DEF_55_69_0;NA;NA;;OTM_DEF;OTM;NA;Midwater;Midwater_Trawl
OTM_DEF_70-99_0_0;NA;NA;;OTM_DEF;OTM;NA;Midwater;Midwater_Trawl
OTM_DEF_70_99_0;NA;NA;;OTM_DEF;OTM;NA;Midwater;Midwater_Trawl
OTM_DEF_90-104_0_0;NA;NA;;OTM_DEF;OTM;NA;Midwater;Midwater_Trawl
OTM_DEF_90-119_0_0;NA;NA;;OTM_DEF;OTM;NA;Midwater;Midwater_Trawl
OTM_DEF_90-99_0_0;NA;NA;;OTM_DEF;OTM;NA;Midwater;Midwater_Trawl
OTM_DEF_<16_0_0;NA;NA;;OTM_DEF;OTM;NA;Midwater;Midwater_Trawl
OTM_DEF_>=105_0_110;;NA;;OTM_DEF;OTM;NA;Midwater;Midwater_Trawl
OTM_DEF_>=105_1_110;NA;NA;;OTM_DEF;OTM;NA;Midwater;Midwater_Trawl
OTM_DEF_>=105_1_120;NA;NA;;OTM_DEF;OTM;NA;Midwater;Midwater_Trawl
OTM_DEF_>=120_0;NA;NA;;OTM_DEF;OTM;NA;Midwater;Midwater_Trawl
