LE_MET_level6;Benthis_metiers;Benthis_metiers_reviewed;Benthis_metiers_old;Metier_level5;Metier_level4;JNCC_grouping;Fishing_category;Description
PS_SPF_874;NA;NA;;PS_SPF;PS;NA;Seine;Purse_seine
PS_SPF_<16_0_0;;NA;;PS_SPF;PS;NA;Seine;Purse_seine
PS_SPF_<16_0_0;NA;NA;;PS_SPF;PS;NA;Seine;Purse_seine
PS_SPF_>0_0_0;NA;NA;;PS_SPF;PS;NA;Seine;Purse_seine
PS_SPF_>=120_0;NA;NA;;PS_SPF;PS;NA;Seine;Purse_seine
PS_SPF_>=16_0_0;;NA;;PS_SPF;PS;NA;Seine;Purse_seine
PS_SPF_>=70_0;NA;NA;;PS_SPF;PS;NA;Seine;Purse_seine
PS_SPF_misc_0_0;NA;NA;;PS_SPF;PS;NA;Seine;Purse_seine
PTB_CEP_0_0_0;NA;OT_MIX;;PTB_CEP;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_CHECK_70-99_0_0;NA;OT_MIX;;PTB_CHE;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_CHECK_>=120_0_0;NA;OT_MIX;;PTB_CHE;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_CRU_0;;OT_CRU;;PTB_CRU;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_CRU_100-119_0_0;;OT_CRU;;PTB_CRU;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_CRU_70-99_0_0;OT_CRU;OT_CRU;;PTB_CRU;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_CRU_874;OT_CRU;OT_CRU;;PTB_CRU;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_CRU_>=120_0_0;;OT_CRU;;PTB_CRU;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_DEF_0;;OT_DMF;;PTB_DEF;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_DEF_0_0_0;OT_DMF;OT_DMF;;PTB_DEF;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_DEF_0_16_0;OT_DMF;OT_DMF;;PTB_DEF;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_DEF_100-119_0_0;OT_DMF;OT_DMF;;PTB_DEF;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_DEF_100_119_0;OT_DMF;OT_DMF;;PTB_DEF;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_DEF_16-31_0_0;OT_DMF;OT_DMF;;PTB_DEF;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_DEF_16_31_0;OT_DMF;OT_DMF;;PTB_DEF;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_DEF_32-69_0_0;OT_DMF;OT_DMF;;PTB_DEF;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_DEF_32_54_0;OT_DMF;OT_DMF;;PTB_DEF;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_DEF_32_69_0;OT_DMF;OT_DMF;;PTB_DEF;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_DEF_70-99_0_0;OT_DMF;OT_DMF;;PTB_DEF;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_DEF_70_99_0;OT_DMF;OT_DMF;;PTB_DEF;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_DEF_874;OT_DMF;OT_DMF;;PTB_DEF;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_DEF_90-104_0_0;OT_DMF;OT_DMF;;PTB_DEF;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_DEF_<16_0_0;OT_DMF;OT_DMF;;PTB_DEF;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_DEF_>=105_1_110;OT_DMF;OT_DMF;;PTB_DEF;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_DEF_>=105_1_120;OT_DMF;OT_DMF;;PTB_DEF;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_DEF_>=120_0;;OT_DMF;;PTB_DEF;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_DEF_>=120_0_0;OT_DMF;OT_DMF;;PTB_DEF;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_DEF_>=70_0;OT_DMF;OT_DMF;;PTB_DEF;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_DEF_NA_0_0;OT_DMF;OT_DMF;;PTB_DEF;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_FWS_>0_0_0;OT_DMF;OT_DMF;;PTB_FWS;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_FWS_NA_0_0;OT_DMF;OT_DMF;;PTB_FWS;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_LPF_100-119_0_0;NA;OT_MIX_DMF_PEL;;PTB_LPF;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_MCD_100-119_0_0;OT_MIX_CRU;OT_MIX_CRU_DMF;OT_MIX_NEP;PTB_MCD;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_MCD_70-99_0_0;OT_MIX_CRU;OT_MIX_CRU_DMF;OT_MIX_NEP;PTB_MCD;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_MCD_90-119_0_0;OT_MIX_CRU;OT_MIX_CRU_DMF;OT_MIX_NEP;PTB_MCD;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_MCD_>=120_0_0;OT_MIX_CRU;OT_MIX_CRU_DMF;OT_MIX_NEP;PTB_MCD;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_MOL_70-99_0_0;OT_MIX;OT_MIX;;PTB_MOL;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_MOL_874;OT_MIX;OT_MIX;;PTB_MOL;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_NOC_>=120_0_0;;OT_MIX;;PTB_NOC;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_SPF_0;;OT_SPF;;PTB_SPF;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_SPF_100-119_0_0;OT_SPF;OT_SPF;;PTB_SPF;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_SPF_16-104_0_0;OT_SPF;OT_SPF;;PTB_SPF;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_SPF_16-31_0_0;OT_SPF;OT_SPF;;PTB_SPF;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_SPF_32-104_0_0;OT_SPF;OT_SPF;;PTB_SPF;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_SPF_32-54_0_0;OT_SPF;OT_SPF;;PTB_SPF;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_SPF_32-69_0_0;OT_SPF;OT_SPF;;PTB_SPF;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_SPF_32-89_0_0;OT_SPF;OT_SPF;;PTB_SPF;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_SPF_70-99_0_0;OT_SPF;OT_SPF;;PTB_SPF;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_SPF_>=105_1_110;OT_SPF;OT_SPF;;PTB_SPF;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_SPF_>=105_1_120;OT_SPF;OT_SPF;;PTB_SPF;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_SPF_>=120_0_0;OT_SPF;OT_SPF;;PTB_SPF;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_SPF_NA_0_0;OT_SPF;OT_SPF;;PTB_SPF;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_UNK_0;;OT_MIX;;PTB_UNK;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTB_unk_0_0;NA;OT_MIX;;PTB_unk;PTB;Pair_Trawl_Seine;Otter;Pair_Trawl
PTM_CEP_100_119_0;NA;NA;;PTM_CEP;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_CEP_16_31_0;NA;NA;;PTM_CEP;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_CEP_32_54_0;;NA;;PTM_CEP;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_CEP_32_69_0;NA;NA;;PTM_CEP;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_CEP_70_99_0;NA;NA;;PTM_CEP;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_CEP_>=70_0;NA;NA;;PTM_CEP;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_CRU_0;;NA;;PTM_CRU;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_CRU_100-119_0_0;NA;NA;;PTM_CRU;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_CRU_32-69_0_0;NA;NA;;PTM_CRU;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_CRU_70-99_0_0;NA;NA;;PTM_CRU;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_DEF_0;;NA;;PTM_DEF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_DEF_0_0_0;NA;NA;;PTM_DEF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_DEF_0_16_0;NA;NA;;PTM_DEF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_DEF_100-119_0_0;NA;NA;;PTM_DEF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_DEF_100_119_0;NA;NA;;PTM_DEF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_DEF_1249;NA;NA;;PTM_DEF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_DEF_16-31_0_0;NA;NA;;PTM_DEF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_DEF_16_31_0;NA;NA;;PTM_DEF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_DEF_1749;NA;NA;;PTM_DEF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_DEF_2499;NA;NA;;PTM_DEF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_DEF_32-69_0_0;NA;NA;;PTM_DEF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_DEF_32_54_0;NA;NA;;PTM_DEF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_DEF_32_69_0;NA;NA;;PTM_DEF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_DEF_3999;NA;NA;;PTM_DEF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_DEF_5000;NA;NA;;PTM_DEF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_DEF_55_69_0;NA;NA;;PTM_DEF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_DEF_70-99_0_0;NA;NA;;PTM_DEF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_DEF_70_99_0;NA;NA;;PTM_DEF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_DEF_874;NA;NA;;PTM_DEF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_DEF_90-104_0_0;NA;NA;;PTM_DEF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_DEF_<16_0_0;NA;NA;;PTM_DEF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_DEF_>=105_1_110;NA;NA;;PTM_DEF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_DEF_>=105_1_120;NA;NA;;PTM_DEF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_DEF_>=120_0;NA;NA;;PTM_DEF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_DEF_>=120_0_0;NA;NA;;PTM_DEF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_DEF_>=65_0;NA;NA;;PTM_DEF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_DEF_>=70_0;NA;NA;;PTM_DEF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_DWS_0;;NA;;PTM_DWS;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_DWS_1249;NA;NA;;PTM_DWS;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_DWS_1749;NA;NA;;PTM_DWS;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_DWS_2499;NA;NA;;PTM_DWS;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_DWS_3999;NA;NA;;PTM_DWS;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_DWS_5000;NA;NA;;PTM_DWS;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_FWS_>0_0_0;NA;NA;;PTM_FWS;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_LPF_0_0_0;NA;NA;;PTM_LPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_LPF_100-119_0_0;NA;NA;;PTM_LPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_LPF_100_119_0;NA;NA;;PTM_LPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_LPF_16-31_0_0;NA;NA;;PTM_LPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_LPF_16_31_0;NA;NA;;PTM_LPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_LPF_32-54_0_0;NA;NA;;PTM_LPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_LPF_32-69_0_0;NA;NA;;PTM_LPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_LPF_32_54_0;NA;NA;;PTM_LPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_LPF_70-99_0_0;NA;NA;;PTM_LPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_LPF_70_99_0;NA;NA;;PTM_LPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_LPF_>=120_0;NA;NA;;PTM_LPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_LPF_>=120_0_0;NA;NA;;PTM_LPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_LPF_>=70_0;NA;NA;;PTM_LPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_LPF_>=70_0_0;NA;NA;;PTM_LPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_NOC_32-69_0_0;;NA;;PTM_NOC;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_SPF_0;;NA;;PTM_SPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_SPF_0_0_0;NA;NA;;PTM_SPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_SPF_0_16_0;NA;NA;;PTM_SPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_SPF_100-119_0_0;NA;NA;;PTM_SPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_SPF_100_119_0;NA;NA;;PTM_SPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_SPF_1249;NA;NA;;PTM_SPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_SPF_16-104_0_0;NA;NA;;PTM_SPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_SPF_16-31_0_0;NA;NA;;PTM_SPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_SPF_16_31_0;NA;NA;;PTM_SPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_SPF_1749;NA;NA;;PTM_SPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_SPF_2499;NA;NA;;PTM_SPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_SPF_32-104_0_0;NA;NA;;PTM_SPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_SPF_32-54_0_0;NA;NA;;PTM_SPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_SPF_32-69_0_0;NA;NA;;PTM_SPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_SPF_32-89_0_0;NA;NA;;PTM_SPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_SPF_32_54_0;NA;NA;;PTM_SPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_SPF_32_69_0;NA;NA;;PTM_SPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_SPF_349;NA;NA;;PTM_SPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_SPF_3999;NA;NA;;PTM_SPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_SPF_5000;NA;NA;;PTM_SPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_SPF_55_69_0;NA;NA;;PTM_SPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_SPF_70-99_0_0;NA;NA;;PTM_SPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_SPF_70_99_0;NA;NA;;PTM_SPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_SPF_874;NA;NA;;PTM_SPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_SPF_<16_0_0;;NA;;PTM_SPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_SPF_>=105_1_110;NA;NA;;PTM_SPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_SPF_>=105_1_120;NA;NA;;PTM_SPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_SPF_>=120_0;NA;NA;;PTM_SPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_SPF_>=120_0_0;NA;NA;;PTM_SPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_SPF_>=70_0;NA;NA;;PTM_SPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_SPF_UNK;NA;NA;;PTM_SPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_SPF_misc_0_0;;NA;;PTM_SPF;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_UNK_0;;NA;;PTM_UNK;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_UNK_1749;NA;NA;;PTM_UNK;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_UNK_3999;NA;NA;;PTM_UNK;PTM;NA;Midwater;Midwater_Pair_Trawl
PTM_UNK_UNK;NA;NA;;PTM_UNK;PTM;NA;Midwater;Midwater_Pair_Trawl
PT_DEF_874;OT_DMF;OT_DMF;;PT_DEF;PT;Pair_Trawl_Seine;Otter;Pair_Trawl
PT_SPF_1249;OT_SPF;OT_SPF;;PT_SPF;PT;Pair_Trawl_Seine;Otter;Pair_Trawl
PT_SPF_2499;OT_SPF;OT_SPF;;PT_SPF;PT;Pair_Trawl_Seine;Otter;Pair_Trawl
QUA_MCD_100-119_0_0;;NA;;QUA_MCD;QUA;NA;NA;NA
QUA_MCD_70-99_0_0;;NA;;QUA_MCD;QUA;NA;NA;NA
QUA_UND_70-99_0_0;;NA;;QUA_UND;QUA;NA;NA;NA
SB_DEF_0_0_0;NA;NA;;SB_DEF;SB;NA;Seine;Beach seines
SB_DEF_<16_0_0;NA;NA;;SB_DEF;SB;NA;Seine;Beach seines
SB_FIF_0_0_0;NA;NA;;SB_FIF;SB;NA;Seine;Beach seines
SB_FIF_<16_0_0;NA;NA;;SB_FIF;SB;NA;Seine;Beach seines
SB_FIF_>0_0_0;NA;NA;;SB_FIF;SB;NA;Seine;Beach seines
SB_FIF_NA_0_0;NA;NA;;SB_FIF;SB;NA;Seine;Beach seines
SB_SPF_0_0_0;NA;NA;;SB_SPF;SB;NA;Seine;Beach seines
SDN_CEP_0_0_0;SDN_DMF;SDN_DMF;;SDN_CEP;SDN;NA;Seine;Danish_seine
SDN_CEP_100_119_0;SDN_DMF;SDN_DMF;;SDN_CEP;SDN;NA;Seine;Danish_seine
SDN_CEP_16_31_0;;SDN_DMF;;SDN_CEP;SDN;NA;Seine;Danish_seine
SDN_CEP_32_54_0;SDN_DMF;SDN_DMF;;SDN_CEP;SDN;NA;Seine;Danish_seine
SDN_CEP_32_69_0;SDN_DMF;SDN_DMF;;SDN_CEP;SDN;NA;Seine;Danish_seine
SDN_CEP_70_99_0;SDN_DMF;SDN_DMF;;SDN_CEP;SDN;NA;Seine;Danish_seine
SDN_CEP_>=120_0;;SDN_DMF;;SDN_CEP;SDN;NA;Seine;Danish_seine
SDN_CEP_>=70_0;SDN_DMF;SDN_DMF;;SDN_CEP;SDN;NA;Seine;Danish_seine
SDN_DEF_0;;SDN_DMF;;SDN_DEF;SDN;NA;Seine;Danish_seine
SDN_DEF_0_0_0;SDN_DMF;SDN_DMF;;SDN_DEF;SDN;NA;Seine;Danish_seine
SDN_DEF_0_16_0;SDN_DMF;SDN_DMF;;SDN_DEF;SDN;NA;Seine;Danish_seine
SDN_DEF_100-119_0_0;SDN_DMF;SDN_DMF;;SDN_DEF;SDN;NA;Seine;Danish_seine
SDN_DEF_100_119_0;SDN_DMF;SDN_DMF;;SDN_DEF;SDN;NA;Seine;Danish_seine
SDN_DEF_1249;SDN_DMF;SDN_DMF;;SDN_DEF;SDN;NA;Seine;Danish_seine
SDN_DEF_2499;SDN_DMF;SDN_DMF;;SDN_DEF;SDN;NA;Seine;Danish_seine
SDN_DEF_32-54_0_0;;SDN_DMF;;SDN_DEF;SDN;NA;Seine;Danish_seine
SDN_DEF_32_69_0;SDN_DMF;SDN_DMF;;SDN_DEF;SDN;NA;Seine;Danish_seine
SDN_DEF_349;SDN_DMF;SDN_DMF;;SDN_DEF;SDN;NA;Seine;Danish_seine
SDN_DEF_624;SDN_DMF;SDN_DMF;;SDN_DEF;SDN;NA;Seine;Danish_seine
SDN_DEF_70-99_0_0;SDN_DMF;SDN_DMF;;SDN_DEF;SDN;NA;Seine;Danish_seine
SDN_DEF_70_99_0;SDN_DMF;SDN_DMF;;SDN_DEF;SDN;NA;Seine;Danish_seine
SDN_DEF_874;SDN_DMF;SDN_DMF;;SDN_DEF;SDN;NA;Seine;Danish_seine
SDN_DEF_90-119_0_0;SDN_DMF;SDN_DMF;;SDN_DEF;SDN;NA;Seine;Danish_seine
SDN_DEF_>0;;SDN_DMF;;SDN_DEF;SDN;NA;Seine;Danish_seine
SDN_DEF_>0_0_0;SDN_DMF;SDN_DMF;;SDN_DEF;SDN;NA;Seine;Danish_seine
SDN_DEF_>=105_0_0;SDN_DMF;SDN_DMF;;SDN_DEF;SDN;NA;Seine;Danish_seine
SDN_DEF_>=105_1_110;SDN_DMF;SDN_DMF;;SDN_DEF;SDN;NA;Seine;Danish_seine
SDN_DEF_>=105_1_120;SDN_DMF;SDN_DMF;;SDN_DEF;SDN;NA;Seine;Danish_seine
SDN_DEF_>=120_0;SDN_DMF;SDN_DMF;;SDN_DEF;SDN;NA;Seine;Danish_seine
SDN_DEF_>=120_0_0;SDN_DMF;SDN_DMF;;SDN_DEF;SDN;NA;Seine;Danish_seine
SDN_DEF_>=70_0;SDN_DMF;SDN_DMF;;SDN_DEF;SDN;NA;Seine;Danish_seine
SDN_FWS_0_0_0;NA;SDN_DMF;;SDN_FWS;SDN;NA;Seine;Danish_seine
SDN_SPF_0_0_0;NA;SDN_DMF;;SDN_SPF;SDN;NA;Seine;Danish_seine
SDN_SPF_32-54_0_0;NA;SDN_DMF;;SDN_SPF;SDN;NA;Seine;Danish_seine
SPR_DEF_0;;SDN_DMF;;SPR_DEF;SPR;Pair_Trawl_Seine;Seine;Pair_seine
SPR_DEF_100-119_0_0;SDN_DMF;SDN_DMF;;SPR_DEF;SPR;Pair_Trawl_Seine;Seine;Pair_seine
SPR_DEF_1249;SDN_DMF;SDN_DMF;;SPR_DEF;SPR;Pair_Trawl_Seine;Seine;Pair_seine
SPR_DEF_70-99_0_0;SDN_DMF;SDN_DMF;;SPR_DEF;SPR;Pair_Trawl_Seine;Seine;Pair_seine
SPR_DEF_>=120_0_0;;SDN_DMF;;SPR_DEF;SPR;Pair_Trawl_Seine;Seine;Pair_seine
SSC_CRU_0;;SSC_DMF;;SSC_CRU;SSC;NA;Seine;Scottish_Seine
SSC_CRU_100-119_0_0;;SSC_DMF;;SSC_CRU;SSC;NA;Seine;Scottish_Seine
SSC_CRU_349;SSC_DMF;SSC_DMF;;SSC_CRU;SSC;NA;Seine;Scottish_Seine
SSC_CRU_624;SSC_DMF;SSC_DMF;;SSC_CRU;SSC;NA;Seine;Scottish_Seine
SSC_DEF_0;;SSC_DMF;;SSC_DEF;SSC;NA;Seine;Scottish_Seine
SSC_DEF_0_0_0;SSC_DMF;SSC_DMF;;SSC_DEF;SSC;NA;Seine;Scottish_Seine
SSC_DEF_100-119;SSC_DMF;SSC_DMF;;SSC_DEF;SSC;NA;Seine;Scottish_Seine
SSC_DEF_100-119_0_0;SSC_DMF;SSC_DMF;;SSC_DEF;SSC;NA;Seine;Scottish_Seine
SSC_DEF_1249;SSC_DMF;SSC_DMF;;SSC_DEF;SSC;NA;Seine;Scottish_Seine
SSC_DEF_1749;SSC_DMF;SSC_DMF;;SSC_DEF;SSC;NA;Seine;Scottish_Seine
SSC_DEF_2499;SSC_DMF;SSC_DMF;;SSC_DEF;SSC;NA;Seine;Scottish_Seine
SSC_DEF_32-69_0_0;SSC_DMF;SSC_DMF;;SSC_DEF;SSC;NA;Seine;Scottish_Seine
SSC_DEF_349;SSC_DMF;SSC_DMF;;SSC_DEF;SSC;NA;Seine;Scottish_Seine
SSC_DEF_3999;SSC_DMF;SSC_DMF;;SSC_DEF;SSC;NA;Seine;Scottish_Seine
SSC_DEF_624;SSC_DMF;SSC_DMF;;SSC_DEF;SSC;NA;Seine;Scottish_Seine
SSC_DEF_70-99;SSC_DMF;SSC_DMF;;SSC_DEF;SSC;NA;Seine;Scottish_Seine
SSC_DEF_70-99_0_0;SSC_DMF;SSC_DMF;;SSC_DEF;SSC;NA;Seine;Scottish_Seine
SSC_DEF_874;SSC_DMF;SSC_DMF;;SSC_DEF;SSC;NA;Seine;Scottish_Seine
SSC_DEF_90-119_0_0;SSC_DMF;SSC_DMF;;SSC_DEF;SSC;NA;Seine;Scottish_Seine
SSC_DEF_<16_0_0;;SSC_DMF;;SSC_DEF;SSC;NA;Seine;Scottish_Seine
SSC_DEF_>=105_1_110;SSC_DMF;SSC_DMF;;SSC_DEF;SSC;NA;Seine;Scottish_Seine
SSC_DEF_>=105_1_120;SSC_DMF;SSC_DMF;;SSC_DEF;SSC;NA;Seine;Scottish_Seine
SSC_DEF_>=120;SSC_DMF;SSC_DMF;;SSC_DEF;SSC;NA;Seine;Scottish_Seine
SSC_DEF_>=120_0_0;SSC_DMF;SSC_DMF;;SSC_DEF;SSC;NA;Seine;Scottish_Seine
SSC_DEF_>=16_0_0;;SSC_DMF;;SSC_DEF;SSC;NA;Seine;Scottish_Seine
SSC_DEF_>=70_0_0;SSC_DMF;SSC_DMF;;SSC_DEF;SSC;NA;Seine;Scottish_Seine
SSC_DEF_UND_0_0;SSC_DMF;SSC_DMF;;SSC_DEF;SSC;NA;Seine;Scottish_Seine
SSC_DWS_1249;NA;SSC_DMF;;SSC_DWS;SSC;NA;Seine;Scottish_Seine
SSC_MCF_100-119_0_0;SSC_DMF;SSC_DMF;;SSC_MCF;SSC;NA;Seine;Scottish_Seine
SSC_NOC_>=120_0_0;;SSC_DMF;;SSC_NOC;SSC;NA;Seine;Scottish_Seine
SSC_SPF_0;;SSC_DMF;;SSC_SPF;SSC;NA;Seine;Scottish_Seine
SSC_SPF_1249;NA;SSC_DMF;;SSC_SPF;SSC;NA;Seine;Scottish_Seine
SSC_SPF_1749;NA;SSC_DMF;;SSC_SPF;SSC;NA;Seine;Scottish_Seine
