Area,Measure,Rectangle,Species,Year,Values
28.2,Landings_t_,44H0,SPR,2013,4077.94
28.2,Landings_t_,44G9,SPR,2013,1435.75
28.2,Landings_t_,43H1,SPR,2013,4021.23
28.2,Landings_t_,43H0,SPR,2013,3298.107
28.2,Landings_t_,43G9,SPR,2013,1335.46
28.2,Landings_t_,43G8,SPR,2013,70
28.2,Landings_t_,42H0,SPR,2013,5183.031
28.2,Landings_t_,42G9,SPR,2013,1506.284
28.2,Landings_t_,42G8,SPR,2013,926.03
A,Landings_t_,38G4,RED,2012,0.008
A,Landings_t_,37G3,RED,2012,0.003
A,Landings_t_,37G1,BSS,2012,0.029
A,Landings_t_,37G0,BSS,2012,0.005
A,Landings_t_,38G0,RAJ,2012,0.032
A,Landings_t_,41G2,ANF,2012,0.001
A,Landings_t_,38G1,ANF,2012,0.002
A,Landings_t_,41G2,HKE,2012,0.002
A,Landings_t_,40G2,HKE,2012,0.002
A,Landings_t_,41G2,CRE,2012,0.284
A,Landings_t_,39F9,WHB,2012,0.02
A,Landings_t_,41G2,CAT,2012,0.0715
B,Landings_t_,39G5,LIN,2012,0.001
A,Landings_t_,41G2,LIN,2012,0.098
A,Landings_t_,40G2,LIN,2012,0.01
A,Landings_t_,40G0,LIN,2012,0.005
A,Landings_t_,39G1,LIN,2012,0.079
A,Landings_t_,39G0,LIN,2012,0.083
A,Landings_t_,38G1,LIN,2012,0.004
A,Landings_t_,38G0,LIN,2012,0.024
B,Landings_t_,38G5,POL,2012,0.001
A,Landings_t_,41G2,POL,2012,0.005
A,Landings_t_,40G2,POL,2012,0.008
A,Landings_t_,40G1,POL,2012,0.065
A,Landings_t_,38G0,POL,2012,0.001
B,Landings_t_,39G5,WIT,2012,0.002
B,Landings_t_,38G5,WIT,2012,0.009
A,Landings_t_,41G2,WIT,2012,0.002
A,Landings_t_,41G0,WIT,2012,0.002
A,Landings_t_,40G2,WIT,2012,0.002
A,Landings_t_,38G0,WIT,2012,0.14
A,Landings_t_,37G1,WIT,2012,0.001
A,Landings_t_,37G0,WIT,2012,0.009
A,Landings_t_,37G1,CSH,2012,0.548
A,Landings_t_,37F8,CSH,2012,2.77
B,Landings_t_,39G5,HAD,2012,0.002
B,Landings_t_,38G5,HAD,2012,0.006
A,Landings_t_,41G2,HAD,2012,0.037
A,Landings_t_,40G3,HAD,2012,0.016
A,Landings_t_,40G2,HAD,2012,0.51
A,Landings_t_,39G4,HAD,2012,0.003
A,Landings_t_,39G0,HAD,2012,0.001
A,Landings_t_,38G3,HAD,2012,0.001
A,Landings_t_,38G0,HAD,2012,0.007
A,Landings_t_,37G1,HAD,2012,0.009
A,Landings_t_,41G2,LEM,2012,0.274
A,Landings_t_,41G1,LEM,2012,0.001
A,Landings_t_,41G0,LEM,2012,0.005
A,Landings_t_,40G2,LEM,2012,0.1836
A,Landings_t_,40G1,LEM,2012,0.001
A,Landings_t_,40G0,LEM,2012,0.129
A,Landings_t_,39G1,LEM,2012,0.637
A,Landings_t_,39G0,LEM,2012,0.709
A,Landings_t_,39F9,LEM,2012,0.084
A,Landings_t_,38G2,LEM,2012,0.001
A,Landings_t_,38G1,LEM,2012,0.038
A,Landings_t_,38G0,LEM,2012,1.639
A,Landings_t_,38F9,LEM,2012,0.03
A,Landings_t_,37G1,LEM,2012,0.004
A,Landings_t_,37G0,LEM,2012,0.004
B,Landings_t_,39G5,POK,2012,0.004
B,Landings_t_,38G5,POK,2012,0.011
A,Landings_t_,41G2,POK,2012,0.002
A,Landings_t_,40G2,POK,2012,0.007
A,Landings_t_,40G0,POK,2012,0.011
A,Landings_t_,39G0,POK,2012,0.005
A,Landings_t_,39F9,POK,2012,0.013
A,Landings_t_,38G0,POK,2012,0.009
A,Landings_t_,37G0,POK,2012,0.002
28.2,Landings_t_,44H1,ELZ,2012,4.087
28.2,Landings_t_,43H1,ELZ,2012,1.12
B,Landings_t_,39G6,MAC,2012,0.007
B,Landings_t_,39G5,MAC,2012,0.001
B,Landings_t_,38G8,MAC,2012,0.002
B,Landings_t_,37G5,MAC,2012,0.039
A,Landings_t_,41G2,MAC,2012,1.209
A,Landings_t_,41G1,MAC,2012,0.007
A,Landings_t_,40G3,MAC,2012,0.078
A,Landings_t_,40G2,MAC,2012,9.831
A,Landings_t_,40G1,MAC,2012,0.093
A,Landings_t_,40G0,MAC,2012,0.815
A,Landings_t_,39G4,MAC,2012,0.043
A,Landings_t_,39G3,MAC,2012,0.129
A,Landings_t_,39G2,MAC,2012,0.394
A,Landings_t_,39G1,MAC,2012,1.912
A,Landings_t_,39G0,MAC,2012,1.898
A,Landings_t_,39F9,MAC,2012,0.176
A,Landings_t_,38G4,MAC,2012,0.156
A,Landings_t_,38G3,MAC,2012,0.107
A,Landings_t_,38G2,MAC,2012,0.017
A,Landings_t_,38G1,MAC,2012,0.022
A,Landings_t_,38G0,MAC,2012,0.333
A,Landings_t_,38F9,MAC,2012,0.051
A,Landings_t_,37G4,MAC,2012,0.026
A,Landings_t_,37G2,MAC,2012,0.083
A,Landings_t_,37G1,MAC,2012,0.312
A,Landings_t_,37G0,MAC,2012,0.467
A,Landings_t_,41G2,NEP,2012,1.807
A,Landings_t_,41G0,NEP,2012,0.047
B,Landings_t_,38G5,SOL,2012,0.002
A,Landings_t_,41G2,SOL,2012,6.5882
A,Landings_t_,41G1,SOL,2012,0.548
A,Landings_t_,41G0,SOL,2012,0.112
A,Landings_t_,40G2,SOL,2012,1.4713
A,Landings_t_,40G1,SOL,2012,0.774
A,Landings_t_,40G0,SOL,2012,2.141
A,Landings_t_,39G2,SOL,2012,0.0021
A,Landings_t_,39G1,SOL,2012,1.07
A,Landings_t_,39G0,SOL,2012,8.077
A,Landings_t_,39F9,SOL,2012,0.001
A,Landings_t_,38G2,SOL,2012,0.003
A,Landings_t_,38G1,SOL,2012,0.023
A,Landings_t_,38G0,SOL,2012,1.366
A,Landings_t_,38F9,SOL,2012,0.004
A,Landings_t_,37G1,SOL,2012,0.011
A,Landings_t_,37G0,SOL,2012,0.019
C,Landings_t_,60H5,FPI,2012,1.555443
C,Landings_t_,60H4,FPI,2012,4.175188
C,Landings_t_,60H3,FPI,2012,0.19
C,Landings_t_,60H2,FPI,2012,0.707
C,Landings_t_,59H5,FPI,2012,5.130023
C,Landings_t_,59H4,FPI,2012,0.985251
C,Landings_t_,59H1,FPI,2012,2.058
C,Landings_t_,58H5,FPI,2012,3.393377
C,Landings_t_,58H4,FPI,2012,10.374236
C,Landings_t_,58H1,FPI,2012,0.739
C,Landings_t_,57H4,FPI,2012,0.039547
C,Landings_t_,57H3,FPI,2012,0.822643
C,Landings_t_,57H1,FPI,2012,0.025
C,Landings_t_,56H3,FPI,2012,0.381206
C,Landings_t_,56H2,FPI,2012,16.741172
C,Landings_t_,56H0,FPI,2012,0.756
C,Landings_t_,55H2,FPI,2012,5.488762
C,Landings_t_,55H1,FPI,2012,26.662329
C,Landings_t_,55H0,FPI,2012,0.049186
C,Landings_t_,55G9,FPI,2012,0.873
C,Landings_t_,55G8,FPI,2012,0.004
C,Landings_t_,54H1,FPI,2012,17.614746
C,Landings_t_,54H0,FPI,2012,2.268213
C,Landings_t_,54G8,FPI,2012,0.021
C,Landings_t_,54G7,FPI,2012,0.004
C,Landings_t_,53H1,FPI,2012,4.564552
C,Landings_t_,53G7,FPI,2012,0.001
C,Landings_t_,52H1,FPI,2012,10.975102
C,Landings_t_,52G9,FPI,2012,0.04
C,Landings_t_,52G7,FPI,2012,0.045
C,Landings_t_,51H1,FPI,2012,5.69874
C,Landings_t_,51G7,FPI,2012,0.0655
C,Landings_t_,50H7,FPI,2012,7.105416
C,Landings_t_,50H1,FPI,2012,23.018917
C,Landings_t_,50G8,FPI,2012,0.01
C,Landings_t_,50G7,FPI,2012,0.456
C,Landings_t_,49H7,FPI,2012,1.260611
C,Landings_t_,49H6,FPI,2012,7.506551
C,Landings_t_,49H5,FPI,2012,8.259024
C,Landings_t_,49H4,FPI,2012,5.472562
C,Landings_t_,49H2,FPI,2012,9.088356
C,Landings_t_,49H1,FPI,2012,4.850493
C,Landings_t_,49H0,FPI,2012,6.082141
C,Landings_t_,49G9,FPI,2012,12.536045
C,Landings_t_,49G8,FPI,2012,0.819
C,Landings_t_,48H4,FPI,2012,0.229171
C,Landings_t_,48H3,FPI,2012,9.963328
C,Landings_t_,48H2,FPI,2012,5.132415
C,Landings_t_,48H1,FPI,2012,0.009209
C,Landings_t_,48H0,FPI,2012,0.304261
C,Landings_t_,48G9,FPI,2012,0.002462
B,Landings_t_,48G8,FPI,2012,0.009
B,Landings_t_,47G8,FPI,2012,0.018
B,Landings_t_,46G8,FPI,2012,0.009
B,Landings_t_,46G7,FPI,2012,1.538
B,Landings_t_,46G6,FPI,2012,0.251
B,Landings_t_,45H2,FPI,2012,0.026
B,Landings_t_,45G7,FPI,2012,0.003
B,Landings_t_,45G6,FPI,2012,0.112
B,Landings_t_,44G7,FPI,2012,0.088
B,Landings_t_,44G6,FPI,2012,0.871
B,Landings_t_,43G7,FPI,2012,0.354
B,Landings_t_,43G6,FPI,2012,0.483
B,Landings_t_,42G6,FPI,2012,0.499
B,Landings_t_,41G6,FPI,2012,0.614
B,Landings_t_,41G5,FPI,2012,10.011
B,Landings_t_,41G4,FPI,2012,0.863
B,Landings_t_,40G6,FPI,2012,0.015
B,Landings_t_,40G5,FPI,2012,0.014
B,Landings_t_,38G8,FPI,2012,0.623
B,Landings_t_,37G9,FPI,2012,0.173
B,Landings_t_,37G8,FPI,2012,0.013
B,Landings_t_,37G6,FPI,2012,0.003
A,Landings_t_,39G2,FPI,2012,0.048
A,Landings_t_,39G1,FPI,2012,0.008
A,Landings_t_,38G4,FPI,2012,0.002
A,Landings_t_,38G3,FPI,2012,19.688
A,Landings_t_,38G2,FPI,2012,0.037
A,Landings_t_,37G4,FPI,2012,0.4
A,Landings_t_,37G3,FPI,2012,22.939
A,Landings_t_,36G4,FPI,2012,10.48
A,Landings_t_,36G3,FPI,2012,0.075
A,Landings_t_,41G2,LUM,2012,7.2445
A,Landings_t_,41G1,LUM,2012,0.067
A,Landings_t_,40G3,LUM,2012,0.091
A,Landings_t_,40G2,LUM,2012,18.027
A,Landings_t_,40G1,LUM,2012,0.086
A,Landings_t_,40G0,LUM,2012,0.975
A,Landings_t_,39G3,LUM,2012,0.0015
A,Landings_t_,39G2,LUM,2012,0.16
A,Landings_t_,39G1,LUM,2012,1.019
A,Landings_t_,39G0,LUM,2012,1.116
A,Landings_t_,39F9,LUM,2012,0.005
A,Landings_t_,38G3,LUM,2012,0.071
A,Landings_t_,38G2,LUM,2012,0.029
A,Landings_t_,38G1,LUM,2012,0.204
A,Landings_t_,38G0,LUM,2012,1.24
A,Landings_t_,37G3,LUM,2012,0.008
A,Landings_t_,37G2,LUM,2012,0.402
A,Landings_t_,37G1,LUM,2012,0.82
A,Landings_t_,37G0,LUM,2012,0.075
A,Landings_t_,38G0,ANE,2012,380
A,Landings_t_,37G1,ANE,2012,19
C,Landings_t_,51H1,TUR,2012,0.00144
C,Landings_t_,49G9,TUR,2012,0.001172
C,Landings_t_,49G8,TUR,2012,0.001
B,Landings_t_,48G8,TUR,2012,0.005
B,Landings_t_,46G7,TUR,2012,0.012
B,Landings_t_,45G7,TUR,2012,0.032
B,Landings_t_,44G9,TUR,2012,0.052
B,Landings_t_,44G8,TUR,2012,0.5732
B,Landings_t_,43G8,TUR,2012,1.6887
B,Landings_t_,43G7,TUR,2012,0.648
B,Landings_t_,43G6,TUR,2012,0.072
B,Landings_t_,42G8,TUR,2012,0.06
B,Landings_t_,42G6,TUR,2012,0.798
B,Landings_t_,41H0,TUR,2012,3.992
B,Landings_t_,41G6,TUR,2012,1.298
B,Landings_t_,41G5,TUR,2012,0.3881
B,Landings_t_,41G4,TUR,2012,0.155
B,Landings_t_,40H0,TUR,2012,14.18
B,Landings_t_,40G7,TUR,2012,8.158
B,Landings_t_,40G6,TUR,2012,1.538
B,Landings_t_,40G5,TUR,2012,0.0377
B,Landings_t_,40G4,TUR,2012,2.7933
B,Landings_t_,39G8,TUR,2012,0.236
B,Landings_t_,39G7,TUR,2012,6.075
B,Landings_t_,39G6,TUR,2012,1.507
B,Landings_t_,39G5,TUR,2012,0.2
B,Landings_t_,39G4,TUR,2012,0.5805
B,Landings_t_,38G8,TUR,2012,7.543
B,Landings_t_,38G7,TUR,2012,15.256
B,Landings_t_,38G6,TUR,2012,7.802
B,Landings_t_,38G5,TUR,2012,0.662
B,Landings_t_,37G9,TUR,2012,1.403
B,Landings_t_,37G8,TUR,2012,1.503
B,Landings_t_,37G6,TUR,2012,1.026
B,Landings_t_,37G5,TUR,2012,8.577
B,Landings_t_,37G3,TUR,2012,0.011
A,Landings_t_,41G2,TUR,2012,0.439
A,Landings_t_,41G1,TUR,2012,0.005
A,Landings_t_,41G0,TUR,2012,0.022
A,Landings_t_,40G2,TUR,2012,1.7887
A,Landings_t_,40G1,TUR,2012,0.314
A,Landings_t_,40G0,TUR,2012,0.978
A,Landings_t_,39G4,TUR,2012,1.916
A,Landings_t_,39G3,TUR,2012,3.4285
A,Landings_t_,39G2,TUR,2012,3.197
A,Landings_t_,39G1,TUR,2012,2.895
A,Landings_t_,39G0,TUR,2012,3.477
A,Landings_t_,39F9,TUR,2012,1.456
A,Landings_t_,38G4,TUR,2012,4.341
A,Landings_t_,38G3,TUR,2012,7.87
A,Landings_t_,38G2,TUR,2012,6.064
A,Landings_t_,38G1,TUR,2012,0.949
A,Landings_t_,38G0,TUR,2012,15.044
A,Landings_t_,38F9,TUR,2012,1.395
A,Landings_t_,37G4,TUR,2012,21.384
A,Landings_t_,37G3,TUR,2012,5.394
A,Landings_t_,37G2,TUR,2012,3.706
A,Landings_t_,37G1,TUR,2012,9.027
A,Landings_t_,37G0,TUR,2012,1.614
28.2,Landings_t_,44H1,TUR,2012,0.11
28.2,Landings_t_,43H1,TUR,2012,1.053
28.2,Landings_t_,42H1,TUR,2012,1.726
A,Landings_t_,40G0,JAX,2012,0.312
A,Landings_t_,40F9,JAX,2012,0.053
A,Landings_t_,39G0,JAX,2012,0.035
A,Landings_t_,39F9,JAX,2012,0.083
A,Landings_t_,38G0,JAX,2012,162
A,Landings_t_,37G1,JAX,2012,6.5
C,Landings_t_,60H4,FPP,2012,0.047027
C,Landings_t_,59H5,FPP,2012,2.241688
C,Landings_t_,59H4,FPP,2012,0.126763
C,Landings_t_,58H5,FPP,2012,0.454213
C,Landings_t_,58H4,FPP,2012,0.143218
C,Landings_t_,58H3,FPP,2012,0.008
C,Landings_t_,57H4,FPP,2012,0.001108
C,Landings_t_,57H3,FPP,2012,0.048751
C,Landings_t_,56H3,FPP,2012,0.034417
C,Landings_t_,56H2,FPP,2012,2.560685
C,Landings_t_,55H2,FPP,2012,0.350598
C,Landings_t_,55H1,FPP,2012,0.560433
C,Landings_t_,55H0,FPP,2012,0.001047
C,Landings_t_,54H1,FPP,2012,0.267618
C,Landings_t_,53H1,FPP,2012,1.041642
C,Landings_t_,52H1,FPP,2012,10.793799
C,Landings_t_,51H1,FPP,2012,0.757557
C,Landings_t_,50H7,FPP,2012,10.445918
C,Landings_t_,50H1,FPP,2012,87.997366
C,Landings_t_,49H7,FPP,2012,5.564055
C,Landings_t_,49H6,FPP,2012,21.14338
C,Landings_t_,49H5,FPP,2012,36.47871
C,Landings_t_,49H4,FPP,2012,21.519103
C,Landings_t_,49H2,FPP,2012,80.779414
C,Landings_t_,49H1,FPP,2012,24.238949
C,Landings_t_,49H0,FPP,2012,1.821895
C,Landings_t_,49G9,FPP,2012,18.598907
C,Landings_t_,48H4,FPP,2012,0.810585
C,Landings_t_,48H3,FPP,2012,20.412065
C,Landings_t_,48H2,FPP,2012,16.773983
C,Landings_t_,46H2,FPP,2012,0.001
B,Landings_t_,45H4,FPP,2012,2.06
B,Landings_t_,45H3,FPP,2012,0.04
B,Landings_t_,40H0,FPP,2012,5.56
B,Landings_t_,39G7,FPP,2012,0.003
B,Landings_t_,38G8,FPP,2012,0.503
B,Landings_t_,38G7,FPP,2012,1.979
B,Landings_t_,38G6,FPP,2012,0.02
B,Landings_t_,38G5,FPP,2012,0.007
B,Landings_t_,37G9,FPP,2012,62.038
B,Landings_t_,37G8,FPP,2012,1.091
B,Landings_t_,37G6,FPP,2012,0.551
B,Landings_t_,37G5,FPP,2012,39.569
A,Landings_t_,38G4,FPP,2012,0.584
A,Landings_t_,38G3,FPP,2012,5.39
A,Landings_t_,37G4,FPP,2012,52.078
A,Landings_t_,37G3,FPP,2012,30.911
A,Landings_t_,37G2,FPP,2012,0.42
A,Landings_t_,36G4,FPP,2012,242.533
A,Landings_t_,36G3,FPP,2012,4.353
C,Landings_t_,60H5,SAL,2012,15.48981
C,Landings_t_,60H4,SAL,2012,105.81023
C,Landings_t_,60H3,SAL,2012,16.4694
C,Landings_t_,60H2,SAL,2012,12.0906
C,Landings_t_,59H5,SAL,2012,8.946434
C,Landings_t_,59H4,SAL,2012,11.246238
C,Landings_t_,59H3,SAL,2012,0.018
C,Landings_t_,59H2,SAL,2012,8.3811
C,Landings_t_,59H1,SAL,2012,1.8259
C,Landings_t_,58H5,SAL,2012,0.127905
C,Landings_t_,58H4,SAL,2012,2.673175
C,Landings_t_,58H3,SAL,2012,0.074
C,Landings_t_,58H1,SAL,2012,3.0652
C,Landings_t_,57H3,SAL,2012,1.428028
C,Landings_t_,57H1,SAL,2012,0.9823
C,Landings_t_,56H3,SAL,2012,0.023233
C,Landings_t_,56H2,SAL,2012,33.862272
C,Landings_t_,56H1,SAL,2012,0.5035
C,Landings_t_,56H0,SAL,2012,21.6304
C,Landings_t_,55H2,SAL,2012,1.693653
C,Landings_t_,55H1,SAL,2012,2.132055
C,Landings_t_,55H0,SAL,2012,0.153739
C,Landings_t_,55G9,SAL,2012,2.6658
C,Landings_t_,54H1,SAL,2012,1.57749
C,Landings_t_,54H0,SAL,2012,1.460166
C,Landings_t_,54G8,SAL,2012,2.8151
C,Landings_t_,54G7,SAL,2012,0.598
C,Landings_t_,53H1,SAL,2012,3.444858
C,Landings_t_,53G7,SAL,2012,2.5353
C,Landings_t_,52H1,SAL,2012,39.242428
C,Landings_t_,52G7,SAL,2012,1.4952
C,Landings_t_,51H1,SAL,2012,6.242615
C,Landings_t_,51G7,SAL,2012,8.2831
C,Landings_t_,50H7,SAL,2012,4.743371
C,Landings_t_,50H1,SAL,2012,1.061712
C,Landings_t_,50G7,SAL,2012,11.0832
C,Landings_t_,49H7,SAL,2012,11.21575
C,Landings_t_,49H6,SAL,2012,22.212379
C,Landings_t_,49H5,SAL,2012,23.729542
C,Landings_t_,49H4,SAL,2012,3.138055
C,Landings_t_,49H2,SAL,2012,12.938845
C,Landings_t_,49G9,SAL,2012,6.727134
C,Landings_t_,48H7,SAL,2012,0.0018
C,Landings_t_,48H6,SAL,2012,0.7189
C,Landings_t_,48H5,SAL,2012,0.75137
C,Landings_t_,48H4,SAL,2012,1.650114
C,Landings_t_,48H3,SAL,2012,0.656488
C,Landings_t_,48H2,SAL,2012,6.289952
C,Landings_t_,47H7,SAL,2012,0.19
C,Landings_t_,47H6,SAL,2012,0.11375
C,Landings_t_,47H4,SAL,2012,0.3607
C,Landings_t_,47H3,SAL,2012,0.69845
C,Landings_t_,47H2,SAL,2012,0.0742
C,Landings_t_,46H3,SAL,2012,0.1895
C,Landings_t_,46H2,SAL,2012,0.2454
C,Landings_t_,46H1,SAL,2012,0.007
B,Landings_t_,47G8,SAL,2012,0.022
B,Landings_t_,46G8,SAL,2012,0.006
B,Landings_t_,46G7,SAL,2012,1.652
B,Landings_t_,45H4,SAL,2012,0.7395
B,Landings_t_,45H3,SAL,2012,0.021
B,Landings_t_,45H2,SAL,2012,0.2195
B,Landings_t_,45H1,SAL,2012,0.201
B,Landings_t_,44H4,SAL,2012,0.0595
B,Landings_t_,44H3,SAL,2012,0.016
B,Landings_t_,44H2,SAL,2012,0.062
B,Landings_t_,43G9,SAL,2012,0.08
B,Landings_t_,43G7,SAL,2012,0.0485
B,Landings_t_,42G8,SAL,2012,0.22
B,Landings_t_,42G7,SAL,2012,0.012
B,Landings_t_,41H0,SAL,2012,0.183
B,Landings_t_,41G8,SAL,2012,1.03
B,Landings_t_,41G5,SAL,2012,0.053
B,Landings_t_,41G4,SAL,2012,2.151
B,Landings_t_,40H0,SAL,2012,0.44
B,Landings_t_,40G8,SAL,2012,0.0055
B,Landings_t_,40G7,SAL,2012,0.341
B,Landings_t_,40G6,SAL,2012,2.7815
B,Landings_t_,40G5,SAL,2012,0.524
B,Landings_t_,40G4,SAL,2012,0.458
B,Landings_t_,39G9,SAL,2012,1.3145
B,Landings_t_,39G8,SAL,2012,1.498
B,Landings_t_,39G7,SAL,2012,5.89
B,Landings_t_,39G6,SAL,2012,24.9502
B,Landings_t_,39G5,SAL,2012,15.962
B,Landings_t_,39G4,SAL,2012,0.064
B,Landings_t_,38G9,SAL,2012,9.1905
B,Landings_t_,38G8,SAL,2012,5.8905
B,Landings_t_,38G7,SAL,2012,0.847
B,Landings_t_,38G6,SAL,2012,2.7745
B,Landings_t_,38G5,SAL,2012,24.1365
B,Landings_t_,37G9,SAL,2012,0.8855
B,Landings_t_,37G8,SAL,2012,0.253
B,Landings_t_,37G6,SAL,2012,0.0275
B,Landings_t_,37G5,SAL,2012,0.286
A,Landings_t_,40G2,SAL,2012,0.02
A,Landings_t_,39G4,SAL,2012,5.022
A,Landings_t_,39G3,SAL,2012,0.081
A,Landings_t_,38G4,SAL,2012,24.843
A,Landings_t_,38G3,SAL,2012,1.362
A,Landings_t_,38G0,SAL,2012,0.012
A,Landings_t_,37G4,SAL,2012,0.0675
A,Landings_t_,37G3,SAL,2012,0.127
A,Landings_t_,37G2,SAL,2012,0.012
A,Landings_t_,37G1,SAL,2012,0.179
A,Landings_t_,37G0,SAL,2012,0.023
A,Landings_t_,36G4,SAL,2012,0.1265
28.2,Landings_t_,45H1,SAL,2012,0.201
28.2,Landings_t_,44H1,SAL,2012,0.4965
28.2,Landings_t_,43H1,SAL,2012,0.082
28.2,Landings_t_,42H1,SAL,2012,0.044
B,Landings_t_,40G7,WHG,2012,0.008
B,Landings_t_,40G6,WHG,2012,0.005
B,Landings_t_,40G5,WHG,2012,1.2
B,Landings_t_,40G4,WHG,2012,6.6144
B,Landings_t_,39G6,WHG,2012,0.011
B,Landings_t_,39G5,WHG,2012,1.124
B,Landings_t_,39G4,WHG,2012,2.5002
B,Landings_t_,38G5,WHG,2012,4.374
B,Landings_t_,37G5,WHG,2012,1.473
A,Landings_t_,41G2,WHG,2012,0.001
A,Landings_t_,40G2,WHG,2012,0.064
A,Landings_t_,40G0,WHG,2012,2.708
A,Landings_t_,40F9,WHG,2012,1.382
A,Landings_t_,39G4,WHG,2012,18.6986
A,Landings_t_,39G3,WHG,2012,32.804
A,Landings_t_,39G2,WHG,2012,0.423
A,Landings_t_,39G0,WHG,2012,1
A,Landings_t_,39F9,WHG,2012,2.144
A,Landings_t_,38G4,WHG,2012,6.551
A,Landings_t_,38G3,WHG,2012,76.871001
A,Landings_t_,38G2,WHG,2012,4.444
A,Landings_t_,38G1,WHG,2012,0.173
A,Landings_t_,38G0,WHG,2012,201.809998
A,Landings_t_,38F9,WHG,2012,0.02
A,Landings_t_,37G4,WHG,2012,0.159
A,Landings_t_,37G3,WHG,2012,1.623
A,Landings_t_,37G2,WHG,2012,0.205
A,Landings_t_,37G1,WHG,2012,159.94
A,Landings_t_,37G0,WHG,2012,6.723
B,Landings_t_,47G8,DAB,2012,0.006
B,Landings_t_,44G8,DAB,2012,0.637
B,Landings_t_,44G6,DAB,2012,0.005
B,Landings_t_,43G8,DAB,2012,0.476
B,Landings_t_,41G6,DAB,2012,0.0665
B,Landings_t_,41G5,DAB,2012,0.002
B,Landings_t_,40G4,DAB,2012,0.025
B,Landings_t_,39G8,DAB,2012,0.006
B,Landings_t_,39G4,DAB,2012,0.313
B,Landings_t_,38G5,DAB,2012,0.001
A,Landings_t_,41G2,DAB,2012,1.237
A,Landings_t_,41G1,DAB,2012,0.003
A,Landings_t_,41G0,DAB,2012,0.02
A,Landings_t_,40G2,DAB,2012,7.949
A,Landings_t_,40G1,DAB,2012,1.573
A,Landings_t_,40G0,DAB,2012,7.514
A,Landings_t_,39G4,DAB,2012,0.227
A,Landings_t_,39G3,DAB,2012,0.788
A,Landings_t_,39G2,DAB,2012,3.307
A,Landings_t_,39G1,DAB,2012,11.608
A,Landings_t_,39G0,DAB,2012,19.076
A,Landings_t_,39F9,DAB,2012,2.803
A,Landings_t_,38G4,DAB,2012,0.084
A,Landings_t_,38G3,DAB,2012,4.729
A,Landings_t_,38G2,DAB,2012,31.835
A,Landings_t_,38G1,DAB,2012,12.86
A,Landings_t_,38G0,DAB,2012,329.935001
A,Landings_t_,38F9,DAB,2012,6.881
A,Landings_t_,37G3,DAB,2012,0.002
A,Landings_t_,37G2,DAB,2012,32.651
A,Landings_t_,37G1,DAB,2012,388.546002
A,Landings_t_,37G0,DAB,2012,71.544999
C,Landings_t_,60H5,FPE,2012,6.830037
C,Landings_t_,60H4,FPE,2012,5.293918
C,Landings_t_,60H3,FPE,2012,1.481
C,Landings_t_,60H2,FPE,2012,1.511
C,Landings_t_,59H5,FPE,2012,17.440218
C,Landings_t_,59H4,FPE,2012,8.763218
C,Landings_t_,59H3,FPE,2012,0.004
C,Landings_t_,59H2,FPE,2012,0.1
C,Landings_t_,59H1,FPE,2012,0.715
C,Landings_t_,58H5,FPE,2012,12.055645
C,Landings_t_,58H4,FPE,2012,27.997717
C,Landings_t_,58H3,FPE,2012,0.240019
C,Landings_t_,58H1,FPE,2012,0.8568
C,Landings_t_,57H4,FPE,2012,0.358792
C,Landings_t_,57H3,FPE,2012,2.845254
C,Landings_t_,57H1,FPE,2012,0.32
C,Landings_t_,56H3,FPE,2012,1.585739
C,Landings_t_,56H2,FPE,2012,7.656966
C,Landings_t_,56H0,FPE,2012,3.491
C,Landings_t_,55H2,FPE,2012,5.609736
C,Landings_t_,55H1,FPE,2012,126.990399
C,Landings_t_,55H0,FPE,2012,0.661357
C,Landings_t_,55G9,FPE,2012,0.678
C,Landings_t_,55G8,FPE,2012,0.502
C,Landings_t_,54H1,FPE,2012,90.23201
C,Landings_t_,54H0,FPE,2012,8.2032
C,Landings_t_,54G8,FPE,2012,0.5173
C,Landings_t_,54G7,FPE,2012,0.085
C,Landings_t_,53H1,FPE,2012,23.763228
C,Landings_t_,53H0,FPE,2012,0.255349
C,Landings_t_,53G8,FPE,2012,2.23
C,Landings_t_,53G7,FPE,2012,2.0055
C,Landings_t_,52H1,FPE,2012,30.671057
C,Landings_t_,52G9,FPE,2012,0.145
C,Landings_t_,52G7,FPE,2012,3.778
C,Landings_t_,51H1,FPE,2012,28.508465
C,Landings_t_,51G7,FPE,2012,3.6751
C,Landings_t_,50H7,FPE,2012,39.045028
C,Landings_t_,50H1,FPE,2012,219.031495
C,Landings_t_,50G8,FPE,2012,0.506
C,Landings_t_,50G7,FPE,2012,18.476
C,Landings_t_,49H7,FPE,2012,2.299695
C,Landings_t_,49H6,FPE,2012,7.527174
C,Landings_t_,49H5,FPE,2012,13.243188
C,Landings_t_,49H4,FPE,2012,12.372492
C,Landings_t_,49H2,FPE,2012,24.744368
C,Landings_t_,49H1,FPE,2012,36.585162
C,Landings_t_,49H0,FPE,2012,54.005879
C,Landings_t_,49G9,FPE,2012,102.291606
C,Landings_t_,49G8,FPE,2012,8.154
C,Landings_t_,48H4,FPE,2012,0.181073
C,Landings_t_,48H3,FPE,2012,12.346091
C,Landings_t_,48H2,FPE,2012,14.467745
C,Landings_t_,48H1,FPE,2012,0.197798
C,Landings_t_,48H0,FPE,2012,2.272429
